time of sampling,date of sampling,MN's MAC Address,Temperature and Soil Moisture Readings
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:03,6/25/2021,B8:27:EB:3E:4F:56,b'temp: 21.3175074807  moisture: 655'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:07:07,6/25/2021,B8:27:EB:36:C6:86,b'temp: 21.729982821660002  moisture: 702'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
21:10:03,6/25/2021,B8:27:EB:69:74:52,b'temp: 20.56724852688  moisture: 720'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:01:04,6/26/2021,B8:27:EB:55:04:6A,b'temp: 18.28081189656  moisture: 766'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:03:06,6/26/2021,B8:27:EB:7E:B4:0C,b'temp: 18.45424319004  moisture: 711'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:05:04,6/26/2021,B8:27:EB:44:04:B1,b'temp: 18.368595657900002  moisture: 626'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:36:C6:86,b'temp: 19.32901378866  moisture: 704'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:07:04,6/26/2021,B8:27:EB:3E:4F:56,b'temp: 18.98773591518  moisture: 664'
0:10:04,6/26/2021,B8:27:EB:69:74:52,b'temp: 17.72339340438  moisture: 707'
0:10:04,6/26/2021,B8:27:EB:69:74:52,b'temp: 17.72339340438  moisture: 707'
0:10:04,6/26/2021,B8:27:EB:69:74:52,b'temp: 17.72339340438  moisture: 707'
0:10:04,6/26/2021,B8:27:EB:69:74:52,b'temp: 17.72339340438  moisture: 707'
0:10:04,6/26/2021,B8:27:EB:69:74:52,b'temp: 17.72339340438  moisture: 707'
0:10:04,6/26/2021,B8:27:EB:69:74:52,b'temp: 17.72339340438  moisture: 707'
0:10:04,6/26/2021,B8:27:EB:69:74:52,b'temp: 17.72339340438  moisture: 707'
0:10:04,6/26/2021,B8:27:EB:69:74:52,b'temp: 17.72339340438  moisture: 707'
0:10:04,6/26/2021,B8:27:EB:69:74:52,b'temp: 17.72339340438  moisture: 707'
0:10:04,6/26/2021,B8:27:EB:69:74:52,b'temp: 17.72339340438  moisture: 707'
0:10:04,6/26/2021,B8:27:EB:69:74:52,b'temp: 17.72339340438  moisture: 707'
0:10:04,6/26/2021,B8:27:EB:69:74:52,b'temp: 17.72339340438  moisture: 707'
